edad;sexo;actividad;descripcion_de_actividad;barrio;comuna;fecha;monto
65;hombre;servicios;servicios;la pradera;13;19/12/2016;5000000
67;hombre;servicios;confecciones;la pradera;13;23/11/2018;4000000
53;hombre;comercio;comercio;caicedo;9;11/10/2016;2000000
54;hombre;comercio;tiendas - venta de alimentos;boston;10;8/6/2018;2000000
50;hombre;comercio;ventas diversas;centro de medellin;10;16/8/2018;4000000
39;hombre;comercio;venta de comidas preparadas;el socorro;13;26/2/2018;2500000
52;hombre;comercio;venta de comidas preparadas;la nueva villa;7;22/9/2017;5000000
27;hombre;servicios;belleza y estetica;doce de octubre;6;5/9/2017;1.20E+07
37;hombre;comercio;comercio;santo domingo;1;14/4/2016;3000000
38;hombre;comercio;venta de alimentos;santo domingo;1;20/6/2017;7377170
19;hombre;comercio;venta de alimentos;llanaditas;8;19/7/2017;1000000
36;hombre;comercio;venta de comidas preparadas;calazans;12;26/12/2018;5000000
35;hombre;servicios;ardiagencia;belen rincon;16;26/12/2018;7000000
52;hombre;servicios;mantenimiento;moravia;4;24/9/2018;5500000
49;hombre;comercio;venta de comidas preparadas;la milagrosa;9;16/2/2017;7000000
34;hombre;produccion;fabricacion de arepas;belen;16;13/10/2017;4000000
47;hombre;comercio;venta de alimentos;la aurora;90;11/1/2017;3000000
48;hombre;comercio;ventas diversas;la aurora;60;23/1/2018;2000000
55;hombre;produccion;confecciones;picacho;6;17/10/2017;7000000
49;hombre;produccion;confecciones;florencia;5;18/4/2017;6000000
;hombre;comercio;ventas diversas;villa del socorro;2;8/3/2017;4000000
45;hombre;servicios;mantenimiento;andalucia;2;8/9/2018;6000000
43;hombre;produccion;confecciones;caicedo;9;12/12/2017;5000000
61;hombre;comercio;venta de alimentos;popular#2;1;19/5/2017;7000000
61;hombre;produccion;fabricacion de calzado;manrique;3;8/8/2017;4000000
51;hombre;comercio;venta de alimentos;robleod;7;18/8/2017;7300000
48;hombre;comercio;tiendas - venta de alimentos;robledo aures;7;12/4/2018;782000
48;hombre;produccion;fabricacion de calzado;el compromiso;1;14/12/2017;5000000
68;hombre;comercio;ventas diversas;centro candelaria;10;17/5/2017;4100000
56;hombre;comercio;ventas diversas;unidad recidencial tricentenario;5;13/6/2018;7800000
43;hombre;produccion;fabricacion de arepas;castilla;5;18/4/2017;7377000
39;hombre;comercio;venta de comidas preparadas;olaya herrera;7;13/10/2017;6000000
65;hombre;comercio;comercio;lopez de mesa;7;26/3/2016;4000000
68;hombre;comercio;venta de comidas preparadas;lopez de mesa;7;7/12/2018;6500000
63;hombre;produccion;produccion;santo domingo;1;25/5/2016;1000000
62;hombre;servicios;artes;la ladera;8;28/12/2017;4000000
59;hombre;comercio;ventas diversas;picacho;6;15/1/2019;5000000
56;hombre;comercio;ventas diversas;efe gomez;6;17/3/2018;6000000
53;hombre;servicios;artes;boston;10;19/2/2018;6000000
36;hombre;comercio;comercio;robledo aures;7;14/4/2016;4000000
34;hombre;produccion;ebanisteria;pajarito;7;19/12/2017;4000000
34;hombre;produccion;marroquineria;enciso;8;17/7/2018;4000000
38;hombre;comercio;ventas diversas;av san juan barrio triste;10;27/11/2018;6000000
37;hombre;comercio;venta de comidas preparadas;robledo margaritas;7;19/7/2017;7300000
38;hombre;comercio;venta de comidas preparadas;manrique oriental;3;29/1/2019;5000000
48;hombre;comercio;venta de alimentos;el pinal;8;20/4/2017;6500000
41;hombre;comercio;ventas diversas;san javier;13;14/6/2018;4000000
57;hombre;comercio;comercio;centro - parque bolivar;10;16/8/2016;4500000
58;hombre;servicios;salud;centro - parque bolivar;10;12/6/2018;5000000
53;hombre;comercio;comercio;villatina;8;19/10/2016;3000000
41;hombre;comercio;venta de comidas preparadas;manrique;4;15/1/2018;3000000
37;hombre;produccion;confecciones;buenos aires;9;21/9/2018;7800000
58;hombre;comercio;comercio;la aurora;90;10/11/2016;4000000
48;hombre;servicios;servicios;limonar 2 -  san antonio de prado;80;22/1/2016;4000000
50;hombre;comercio;venta de comidas preparadas;estacion metro cable popular # 1;1;26/12/2018;1500000
41;hombre;comercio;comercio;popular 2;1;28/10/2016;2000000
38;mujer;comercio;comercio;robledo;7;26/9/2016;3000000
39;hombre;servicios;servicios;buenos aires;9;16/2/2016;2000000
39;mujer;servicios;artes;boston;10;23/1/2017;6000000
38;hombre;produccion;produccion;manrique;4;20/12/2016;6500000
40;mujer;servicios;servicios;juan xxiii;13;14/10/2016;3000000
38;hombre;produccion;confecciones;manrique;3;6/6/2017;4000000
55;hombre;produccion;confecciones;belen las mercedes;16;21/7/2017;3000000
37;hombre;servicios;mantenimiento;el cucaracho;7;24/9/2018;1500000
51;hombre;produccion;confecciones;caicedo;9;11/1/2017;4500000
53;hombre;produccion;confecciones;san javier;13;16/4/2018;4500000
54;hombre;servicios;entretenimiento;brisas del jardin;3;14/2/2017;7377170
44;hombre;comercio;ventas diversas;popular # 1;1;26/2/2018;5000000
38;hombre;comercio;ventas diversas;robledo villa sofia;7;13/10/2017;3000000
32;hombre;comercio;venta de comidas preparadas;manrique;3;6/6/2017;5000000
47;hombre;comercio;venta de comidas preparadas;roblemar;60;11/7/2017;5000000
0;hombre;comercio;comercio;avenida el ferrocarril;4;14/10/2016;1000000
66;hombre;produccion;confecciones;centro;10;17/11/2017;4000000
52;hombre;produccion;produccion;;;20/6/2016;4500000
65;hombre;produccion;confecciones;playitas;5;21/2/2018;2000000
66;hombre;servicios;confecciones;playitas;;22/4/2019;3000000
49;hombre;comercio;ventas diversas;manrique;3;16/8/2018;4500000
51;hombre;comercio;construcción;loreto;9;15/8/2018;7800000
36;hombre;servicios;publicidad - comunicaciones;belen granada;16;17/4/2018;4000000
56;hombre;servicios;mantenimiento;buenos aires;9;29/8/2018;7000000
47;hombre;comercio;ventas diversas;la candelaria;10;26/1/2018;7000000
34;hombre;comercio;comercio;manrique;4;14/6/2016;4000000
67;hombre;comercio;venta de comidas preparadas;villa liliam;8;15/8/2018;4000000
37;hombre;servicios;mantenimiento;belen rincon;16;25/1/2018;2500000
61;hombre;comercio;comercio;santa cruz;2;27/9/2016;4000000
62;hombre;comercio;ventas diversas;santa cruz;2;26/1/2018;4000000
66;hombre;comercio;ventas diversas;laureles;11;8/10/2018;3440000
34;hombre;comercio;ventas diversas;castilla;5;26/3/2018;6000000
64;hombre;comercio;ventas diversas;villatina;8;15/2/2017;4200000
66;hombre;comercio;ventas diversas;villatina;8;14/2/2019;6000000
66;hombre;comercio;ebanisteria;santo domingo;1;15/8/2018;3000000
34;hombre;produccion;confecciones;granizal;1;24/8/2018;5000000
64;hombre;comercio;ventas diversas;manrique;4;6/6/2017;7000000
28;hombre;comercio;ventas diversas;20 de julio;13;19/7/2017;5000000
45;hombre;comercio;comercio;palmitas;50;9/11/2016;6890000
42;hombre;comercio;comercio;castilla;5;19/12/2016;6890000
33;hombre;servicios;mantenimiento;belen las violetas;16;26/1/2018;5000000
66;hombre;comercio;ventas diversas;las palmas;10;10/8/2018;3600000
55;hombre;produccion;agricultura - ganaderia;pajarito parte alta;60;24/10/2018;3000000
35;hombre;servicios;alquileres;llanadas;8;26/11/2018;3000000
36;hombre;comercio;venta de comidas preparadas;el bosque;4;26/1/2018;7300000
68;hombre;comercio;ventas diversas;santo domingo;1;21/12/2018;6000000
57;hombre;comercio;venta de comidas preparadas;manrique;3;13/6/2018;2500000
68;hombre;comercio;tiendas - venta de alimentos;popular # 2;1;26/1/2018;3000000
57;hombre;produccion;confecciones;robledo;7;20/4/2017;6000000
59;hombre;produccion;confecciones;robledo;7;17/1/2019;7000000
56;hombre;servicios;mantenimiento;buenos aires;9;17/5/2017;7000000
52;hombre;comercio;tiendas - venta de alimentos;centro;10;11/5/2018;4000000
49;hombre;produccion;confecciones;carpinelo;1;9/1/2019;1700000
45;hombre;comercio;comercio;santo domingo savio;1;16/8/2016;2500000
42;hombre;comercio;tienda de mascotas;francisco antonio zea;5;8/10/2018;6000000
61;hombre;produccion;confecciones;manrique;4;13/10/2017;5000000
53;hombre;comercio;venta de comidas preparadas;campo valdes;4;13/9/2018;3000000
48;hombre;servicios;fotografia;floresta pradera;13;14/12/2017;4200000
46;hombre;comercio;venta de comidas preparadas;lopez de mesa;7;6/6/2017;3000000
31;hombre;comercio;venta de comidas preparadas;centro;10;11/7/2017;4000000
46;hombre;servicios;mantenimiento;el triunfo - picacho;6;20/6/2017;2500000
36;hombre;servicios;mantenimiento;calazans;12;24/7/2017;7300000
47;hombre;comercio;ebanisteria;el triunfo - picacho;6;12/6/2018;3500000
49;hombre;comercio;ventas de confites y mekato;jesus de nazareno;;8/3/2019;5000000
65;hombre;comercio;comercio;vd el plan;90;13/7/2016;6890000
66;hombre;comercio;tiendas - venta de alimentos;manrique central;4;19/2/2018;2200000
63;hombre;produccion;ebanisteria;manrrique oriental;3;17/10/2017;5000000
35;hombre;comercio;construcción;belen las playas;16;25/10/2018;4000000
32;hombre;comercio;comercio;13 de noviembre;8;21/5/2016;5000000
34;hombre;comercio;venta de comidas preparadas;13 de noviembre;8;16/4/2018;850000
34;hombre;comercio;estampación;aranjuez;4;14/3/2018;6300000
33;hombre;comercio;ventas diversas;centro medellin;10;26/5/2017;7377170
32;hombre;servicios;entretenimiento;andalucia;2;11/1/2017;6000000
32;hombre;comercio;comercio;manrique;4;16/8/2016;4000000
32;hombre;servicios;servicios;belencito;13;16/2/2016;5000000
35;hombre;produccion;confecciones;picacho;6;20/6/2017;7300000
33;hombre;produccion;confecciones;belen rincon;16;21/7/2017;6000000
34;hombre;comercio;ventas diversas;santa cruz;2;15/5/2018;3000000
32;hombre;comercio;comercio;aranjuez;4;10/11/2016;6890000
32;hombre;servicios;belleza y estetica;aranjuez;4;19/10/2017;7377000
34;hombre;comercio;ventas diversas;milagrosa-loreto;9;26/12/2018;9045855
33;hombre;servicios;entretenimiento;bello oriente;1;19/5/2017;5000000
33;hombre;comercio;ventas diversas;el bosque;4;18/4/2017;6000000
33;hombre;comercio;ventas diversas;el bosque;4;22/2/2018;7800000
35;hombre;comercio;drogueria anteli;el bosque;;11/3/2019;7800000
32;hombre;comercio;comercio;centro, san antonio;4;21/10/2016;6890000
34;hombre;produccion;confecciones;manrique;4;12/9/2018;7800000
54;hombre;comercio;ventas diversas;floresta pradera;12;17/10/2017;6000000
42;hombre;produccion;fabricación productos de aseo;santo domingo-bello oriente;1;21/3/2018;1000000
39;hombre;comercio;ventas diversas;miraflores;9;12/7/2018;7800000
34;hombre;comercio;comercio;san diego;10;12/9/2016;6890000
36;hombre;comercio;tiendas - venta de alimentos;san diego;10;7/9/2018;3000000
57;mujer;servicios;servicios;las palmas;10;16/12/2016;5000000
55;hombre;produccion;agricultura - ganaderia;santa elena;90;17/4/2018;3200000
53;hombre;servicios;mantenimiento;aranjuez--san cayetano;4;14/3/2018;3500000
46;hombre;produccion;porcicultura y/o avicultura;santa elena cabecera;90;8/8/2017;1.40E+07
47;hombre;comercio;ventas diversas;carabobo norte;10;7/12/2018;1150000
63;hombre;comercio;ventas diversas;manrrique oriental;3;21/9/2017;2600000
42;hombre;comercio;venta de alimentos;aranjuez;4;14/12/2017;4000000
56;hombre;servicios;mantenimiento;santa cruz;2;17/5/2017;4500000
58;hombre;servicios;mantenimiento;plaza botero;10;10/1/2019;6000000
43;hombre;produccion;confecciones;manrrique;3;13/10/2017;3000000
38;hombre;produccion;confecciones;pablo escobar;9;19/2/2018;2000000
64;hombre;comercio;venta de alimentos;limonar # 1;80;9/8/2017;7300000
63;hombre;produccion;agricultura - ganaderia;san cristobal;60;6/10/2018;4000000
59;hombre;comercio;ventas diversas;villaniza;2;17/5/2017;7000000
60;hombre;comercio;ventas diversas;francisco antonio zae;5;8/10/2018;5000000
57;hombre;comercio;comercio;barrio nuevo;60;22/1/2016;3500000
60;hombre;comercio;ventas diversas;barrio nuevo;60;20/2/2019;4000000
59;hombre;comercio;ventas diversas;robledo la huerta;7;15/5/2018;1500000
56;hombre;servicios;mantenimiento;robledo kennedy;6;14/11/2018;4500000
52;hombre;comercio;venta de comidas preparadas;doce de octubre;6;18/7/2018;5000000
49;hombre;servicios;servicios;centro;4;22/4/2016;4136729
51;hombre;produccion;confecciones;san javier;13;12/12/2017;3000000
49;hombre;comercio;comercio;robledo aurora;7;11/10/2016;5300000
52;hombre;comercio;la tienda de diana y cerrajeria bayron;robledo;;27/3/2019;6000000
48;hombre;servicios;servicios;villa tina;9;22/3/2016;6000000
49;hombre;produccion;confecciones;manrique;4;8/6/2018;3500000
48;hombre;comercio;comercio;manrique la honda;3;22/4/2016;4136000
51;hombre;comercio;fotografia;manrique central;4;12/7/2018;5000000
43;hombre;comercio;ventas diversas;centro;10;15/1/2018;3000000
41;hombre;produccion;ebanisteria;belen aguas frias;70;19/5/2017;7377170
39;hombre;comercio;artesanias - manualidades;san diego;10;13/6/2018;2000000
60;hombre;servicios;artes;moravia;4;15/1/2019;2500000
57;hombre;servicios;servicios;aranujez;4;30/8/2016;5000000
50;hombre;comercio;tiendas - venta de alimentos;belen;16;24/4/2018;4000000
47;hombre;comercio;comercio;belen agua frias;90;12/9/2016;6500000
45;hombre;comercio;comercio;centro;4;14/6/2016;4000000
46;hombre;comercio;ventas diversas;la francia;2;9/8/2018;4000000
43;mujer;comercio;comercio;santa cruz;2;18/6/2016;6000000
45;hombre;comercio;venta de comidas preparadas;santa cruz;2;16/8/2018;3000000
34;hombre;produccion;fabricación productos de aseo;aranjuez;4;5/10/2018;5500000
31;hombre;produccion;produccion;san cristobal;60;22/1/2016;4000000
66;hombre;comercio;comercio;bello oriente;1;14/10/2016;6000000
65;hombre;comercio;ventas diversas;castilla;5;15/1/2019;1000000
64;hombre;produccion;confecciones;buenos aires;9;14/12/2017;3000000
19;hombre;servicios;transportes;belen altavista parte baja;16;6/9/2017;5000000
57;hombre;comercio;comercio;centro - la candelaria;10;29/10/2016;3000000
59;hombre;comercio;ventas diversas;centro - la candelaria;10;23/11/2018;6500000
58;hombre;comercio;tiendas - venta de alimentos;castilla;5;15/1/2018;4000000
56;hombre;servicios;servicios;enciso;8;22/4/2016;6890000
58;hombre;servicios;entretenimiento;enciso;8;12/6/2018;8482541
57;hombre;comercio;venta de alimentos;la milagrosa;9;12/1/2017;6000000
59;hombre;comercio;tiendas - venta de alimentos;la milagrosa;9;14/9/2018;7800000
53;hombre;comercio;comercio;el salado san javier;13;17/6/2016;4000000
55;hombre;comercio;ventas diversas;la independencia 3;13;15/8/2018;5000000
53;hombre;comercio;ventas diversas;san isidro aranjuez;4;28/9/2018;1000000
48;hombre;comercio;ebanisteria;manrique la cruz;4;15/6/2018;2500000
43;mujer;comercio;comercio;doce octubre;6;16/2/2016;6894000
45;mujer;comercio;ventas diversas;doce octubre;6;17/11/2017;7377000
39;hombre;produccion;produccion;la milagrosa;9;13/12/2016;6000000
41;hombre;comercio;tiendas - venta de alimentos;la milagrosa;9;9/11/2018;7800000
39;hombre;servicios;servicios;andalucia;2;22/12/2016;4500000
62;hombre;comercio;venta de alimentos;la nueva villa -iguana;7;14/10/2017;7377000
58;hombre;comercio;comercio;centro - la candelaria;10;16/9/2016;2000000
60;hombre;comercio;ventas diversas;centro - la candelaria;10;16/4/2018;1100000
60;hombre;comercio;ventas diversas;centro - la candelaria;10;27/2/2019;1650000
49;hombre;comercio;comercio;vd piedra gorda;90;17/6/2016;6000000
48;hombre;servicios;servicios;barrio triste;4;23/8/2016;5000000
37;hombre;servicios;entretenimiento;santo domingo;1;25/10/2018;4000000
28;hombre;comercio;ventas diversas;pablo vi;2;6/9/2017;6000000
36;hombre;comercio;ventas diversas;pablo vi;2;18/7/2018;7800000
50;hombre;servicios;entretenimiento;bello oriente;2;11/7/2018;2000000
47;hombre;comercio;venta de comidas preparadas;centro comercial cisneros;10;15/8/2018;3450000
43;hombre;produccion;produccion;san javier;13;22/1/2016;4500000
45;hombre;comercio;ventas diversas;centro;10;17/4/2018;2500000
40;hombre;produccion;confecciones;aranjuez;4;23/8/2018;5000000
59;hombre;comercio;comercializacion de productos de la canasta familiar.;guayabal;;24/4/2019;5000000
54;hombre;servicios;artes;manrique oriental;3;15/6/2018;2500000
48;hombre;produccion;confecciones;enciso;8;16/4/2018;4000000
49;hombre;comercio;comercio;loreto;9;16/8/2016;6890000
60;hombre;comercio;comercio;robledo kennedy;7;21/10/2016;6800000
54;hombre;comercio;comercio;palmitas;50;26/8/2016;2000000
50;hombre;produccion;produccion;el 20 de julio;13;12/7/2016;6000000
51;hombre;produccion;produccion;castilla;5;22/1/2016;6400000
54;hombre;produccion;confecciones;castilla;5;9/11/2018;7800000
73;hombre;comercio;ventas diversas;las palmas;10;11/12/2018;2000000
50;hombre;comercio;ventas diversas;centro;10;6/10/2017;5000000
45;hombre;servicios;mantenimiento;robledo el diamante;7;15/6/2018;5000000
63;hombre;comercio;tiendas - venta de alimentos;robledo;7;15/1/2018;7370000
64;hombre;servicios;servicios;calazans;12;29/8/2016;6000000
66;hombre;servicios;mantenimiento;calazans;12;26/4/2018;7000000
58;hombre;comercio;ventas diversas;santa maria;7;20/11/2017;6500000
60;hombre;produccion;mantenimiento;bello oriente;1;9/11/2018;2500000
55;hombre;produccion;ebanisteria;juan xxiii - la pradera;13;17/5/2017;7377170
46;hombre;comercio;comercio;las palmas;9;26/9/2016;5000000
46;hombre;comercio;venta de comidas preparadas;san cayetano-aranjuez;4;17/4/2018;5500000
67;hombre;comercio;comercio;robledo margaritas;7;14/6/2016;3000000
47;hombre;comercio;venta de comidas preparadas;manrique central;4;11/7/2018;781242
39;hombre;comercio;ventas diversas;pajarito;60;8/8/2017;7300000
64;hombre;servicios;artes;manrique;3;27/6/2017;2000000
31;hombre;servicios;artes;el bosque;4;19/7/2017;5000000
;hombre;comercio;venta de comidas preparadas;los mangos;8;13/3/2017;3000000
44;hombre;comercio;venta de comidas preparadas;estadio;11;18/4/2017;7377000
43;hombre;comercio;comercio;popular # 2;1;12/7/2016;3000000
57;hombre;comercio;ventas diversas;boston;10;17/4/2018;2000000
;hombre;comercio;venta de comidas preparadas;sana cruz;2;13/3/2017;4000000
37;hombre;comercio;tiendas - venta de alimentos;sana cruz;2;26/3/2018;7800000
33;hombre;produccion;confecciones;centro;10;8/8/2017;5000000
34;hombre;servicios;belleza y estetica;centro de medellin;10;25/1/2018;5000000
54;hombre;comercio;panaderia;palma alta;60;13/6/2018;5000000
50;hombre;comercio;venta de comidas preparadas;el volador;7;22/8/2017;4000000
51;hombre;comercio;venta de comidas preparadas;el volador;7;21/9/2018;5500000
68;hombre;produccion;confecciones;florencia;5;17/5/2017;7300000
68;hombre;produccion;artesanias;boston;10;14/12/2017;5000000
;hombre;comercio;ventas diversas;carabobo;10;3/3/2017;1000000
62;hombre;produccion;produccion;caicedo;9;17/6/2016;6890000
65;hombre;produccion;ventas diversas;vereda los vargas;80;19/12/2018;6890000
64;hombre;produccion;fabricacion de calzado;robledo miramar;7;20/11/2017;3000000
63;hombre;comercio;ventas diversas;la candelaria;10;19/4/2017;2600000
64;hombre;comercio;venta de comidas preparadas;centro;10;25/9/2018;6000000
